"DEVELOPMENT","TDS #","BUILDING #","STAIRHALL#","BOROUGH","HOUSE #","STREET","ADDRESS","CITY","STATE","ZIP CODE","BIN","BLOCK","LOT","BOROUGH/BLOCK/LOT #","CENSUS TRACT (2020)","NEIGHBORHOOD TABULATION AREA CODE","NEIGHBORHOOD TABULATION AREA NAME","COMMUNITY DISTRICT","CITY COUNCIL DISTRICT","STATE ASSEMBLY DISTRICT","STATE SENATE DISTRICT","US CONGRESSIONAL DISTRICT","PRIVATELY MANAGED","LATITUDE","LONGITUDE"
"SOUNDVIEW","71","10","020","BRONX","1710","RANDALL AVENUE","1710 RANDALL AVENUE","BRONX","NY","10,473","2092608","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.816089","-73.866877"
"SOUNDVIEW","71","11","021","BRONX","1680","RANDALL AVENUE","1680 RANDALL AVENUE","BRONX","NY","10,473","2092604","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.816155","-73.867715"
"SOUNDVIEW","71","11","022","BRONX","1686","RANDALL AVENUE","1686 RANDALL AVENUE","BRONX","NY","10,473","2092604","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.815903","-73.868203"
"SOUNDVIEW","71","12","023","BRONX","1711","LACOMBE AVENUE","1711 LACOMBE AVENUE","BRONX","NY","10,473","2092605","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.814916","-73.866632"
"SOUNDVIEW","71","12","024","BRONX","1715","LACOMBE AVENUE","1715 LACOMBE AVENUE","BRONX","NY","10,473","2092605","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.815147","-73.866656"
"SOUNDVIEW","71","13","025","BRONX","515","ROSEDALE AVENUE","515 ROSEDALE AVENUE","BRONX","NY","10,473","2092611","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.815019","-73.865831"
"SOUNDVIEW","71","13","026","BRONX","525","ROSEDALE AVENUE","525 ROSEDALE AVENUE","BRONX","NY","10,473","2092611","3515","1","2035150001","2,001","BX0902","Soundview-Clason Point","9","18","85","29","14",,"40.815269","-73.865867"
"SOUTH BEACH","35","1","001","STATEN ISLAND","160","LAMPORT BOULEVARD","160 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5116731","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.594628","-74.077801"
"SOUTH BEACH","35","1","002","STATEN ISLAND","150","LAMPORT BOULEVARD","150 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5116731","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.594799","-74.077723"
"SOUTH BEACH","35","2","003","STATEN ISLAND","130","LAMPORT BOULEVARD","130 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5109511","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.59532","-74.078036"
"SOUTH BEACH","35","2","004","STATEN ISLAND","122","LAMPORT BOULEVARD","122 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5109511","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.595394","-74.078328"
"SOUTH BEACH","35","3","005","STATEN ISLAND","108","LAMPORT BOULEVARD","108 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5109510","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.595755","-74.078579"
"SOUTH BEACH","35","3","006","STATEN ISLAND","100","LAMPORT BOULEVARD","100 LAMPORT BOULEVARD","STATEN ISLAND","NY","10,305","5109510","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.596049","-74.078453"
"SOUTH BEACH","35","4","007","STATEN ISLAND","100","KRAMER STREET","100 KRAMER STREET","STATEN ISLAND","NY","10,305","5109508","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.596599","-74.078897"
"SOUTH BEACH","35","4","008","STATEN ISLAND","106","KRAMER STREET","106 KRAMER STREET","STATEN ISLAND","NY","10,305","5109508","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.596309","-74.079033"
"SOUTH BEACH","35","5","009","STATEN ISLAND","126","KRAMER STREET","126 KRAMER STREET","STATEN ISLAND","NY","10,305","5109509","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.596103","-74.079579"
"SOUTH BEACH","35","5","010","STATEN ISLAND","132","KRAMER STREET","132 KRAMER STREET","STATEN ISLAND","NY","10,305","5109509","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.596207","-74.079949"
"SOUTH BEACH","35","6","011","STATEN ISLAND","121","NORWAY AVENUE","121 NORWAY AVENUE","STATEN ISLAND","NY","10,305","5109513","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.595604","-74.079679"
"SOUTH BEACH","35","6","012","STATEN ISLAND","129","NORWAY AVENUE","129 NORWAY AVENUE","STATEN ISLAND","NY","10,305","5109513","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.5955","-74.079313"
"SOUTH BEACH","35","7","013","STATEN ISLAND","141","NORWAY AVENUE","141 NORWAY AVENUE","STATEN ISLAND","NY","10,305","5109514","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.595107","-74.079092"
"SOUTH BEACH","35","7","014","STATEN ISLAND","147","NORWAY AVENUE","147 NORWAY AVENUE","STATEN ISLAND","NY","10,305","5109514","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.594917","-74.07917"
"SOUTH BEACH","35","8","015","STATEN ISLAND","555","MCCLEAN AVENUE","555 MCCLEAN AVENUE","STATEN ISLAND","NY","10,305","5109512","3243","100","5032430100","64","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.594404","-74.078579"
"SOUTH JAMAICA I","8","1","001","QUEENS","106-24","159TH STREET","106-24 159TH STREET","JAMAICA","NY","11,433","4440732","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697727","-73.795953"
"SOUTH JAMAICA I","8","1","002","QUEENS","106-30","159TH STREET","106-30 159TH STREET","JAMAICA","NY","11,433","4440732","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697517","-73.795918"
"SOUTH JAMAICA I","8","1","003","QUEENS","106-36","159TH STREET","106-36 159TH STREET","JAMAICA","NY","11,433","4440732","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697319","-73.795888"
"SOUTH JAMAICA I","8","2","004","QUEENS","106-44","159TH STREET","106-44 159TH STREET","JAMAICA","NY","11,433","4440733","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697235","-73.795597"
"SOUTH JAMAICA I","8","2","005","QUEENS","106-50","159TH STREET","106-50 159TH STREET","JAMAICA","NY","11,433","4440733","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697025","-73.795557"
"SOUTH JAMAICA I","8","2","006","QUEENS","106-56","159TH STREET","106-56 159TH STREET","JAMAICA","NY","11,433","4440733","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696827","-73.795542"
"SOUTH JAMAICA I","8","3","007","QUEENS","107-04","159TH STREET","107-04 159TH STREET","JAMAICA","NY","11,433","4440734","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696747","-73.795221"
"SOUTH JAMAICA I","8","3","008","QUEENS","107-12","159TH STREET","107-12 159TH STREET","JAMAICA","NY","11,433","4440734","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696545","-73.795201"
"SOUTH JAMAICA I","8","3","009","QUEENS","107-18","159TH STREET","107-18 159TH STREET","JAMAICA","NY","11,433","4440734","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696339","-73.795176"
"SOUTH JAMAICA I","8","4","010","QUEENS","107-26","159TH STREET","107-26 159TH STREET","JAMAICA","NY","11,433","4440735","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696268","-73.79488"
"SOUTH JAMAICA I","8","4","011","QUEENS","107-34","159TH STREET","107-34 159TH STREET","JAMAICA","NY","11,433","4440735","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696062","-73.79485"
"SOUTH JAMAICA I","8","4","012","QUEENS","107-40","159TH STREET","107-40 159TH STREET","JAMAICA","NY","11,433","4440735","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695868","-73.79484"
"SOUTH JAMAICA I","8","5","013","QUEENS","107-48","159TH STREET","107-48 159TH STREET","JAMAICA","NY","11,433","4440737","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695791","-73.794531"
"SOUTH JAMAICA I","8","5","014","QUEENS","107-54","159TH STREET","107-54 159TH STREET","JAMAICA","NY","11,433","4440737","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695585","-73.794501"
"SOUTH JAMAICA I","8","5","015","QUEENS","107-60","159TH STREET","107-60 159TH STREET","JAMAICA","NY","11,433","4440737","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695383","-73.794486"
"SOUTH JAMAICA I","8","6","016","QUEENS","108-02","159TH STREET","108-02 159TH STREET","JAMAICA","NY","11,433","4457466","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695199","-73.794093"
"SOUTH JAMAICA I","8","6","017","QUEENS","108-10","159TH STREET","108-10 159TH STREET","JAMAICA","NY","11,433","4457466","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694999","-73.794075"
"SOUTH JAMAICA I","8","6","018","QUEENS","108-16","159TH STREET","108-16 159TH STREET","JAMAICA","NY","11,433","4457466","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694805","-73.79406"
"SOUTH JAMAICA I","8","7","019","QUEENS","108-26","159TH STREET","108-26 159TH STREET","JAMAICA","NY","11,433","4457470","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694704","-73.793741"
"SOUTH JAMAICA I","8","7","020","QUEENS","108-32","159TH STREET","108-32 159TH STREET","JAMAICA","NY","11,433","4457470","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694527","-73.793736"
"SOUTH JAMAICA I","8","7","021","QUEENS","108-38","159TH STREET","108-38 159TH STREET","JAMAICA","NY","11,433","4457470","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694319","-73.793704"
"SOUTH JAMAICA I","8","8","022","QUEENS","108-46","159TH STREET","108-46 159TH STREET","JAMAICA","NY","11,433","4457473","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694248","-73.793411"
"SOUTH JAMAICA I","8","8","023","QUEENS","108-54","159TH STREET","108-54 159TH STREET","JAMAICA","NY","11,433","4457473","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694047","-73.793381"
"SOUTH JAMAICA I","8","8","024","QUEENS","108-60","159TH STREET","108-60 159TH STREET","JAMAICA","NY","11,433","4457473","10146","51","4101460051","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.69385","-73.793366"
"SOUTH JAMAICA I","8","9","025","QUEENS","107-03","159TH STREET","107-03 159TH STREET","JAMAICA","NY","11,433","4440736","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.69681","-73.795067"
"SOUTH JAMAICA I","8","9","026","QUEENS","107-11","159TH STREET","107-11 159TH STREET","JAMAICA","NY","11,433","4440736","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696673","-73.794848"
"SOUTH JAMAICA I","8","9","027","QUEENS","107-17","159TH STREET","107-17 159TH STREET","JAMAICA","NY","11,433","4440736","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696564","-73.794639"
"SOUTH JAMAICA I","8","10","028","QUEENS","107-25","159TH STREET","107-25 159TH STREET","JAMAICA","NY","11,433","4440738","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696327","-73.794728"
"SOUTH JAMAICA I","8","10","029","QUEENS","107-33","159TH STREET","107-33 159TH STREET","JAMAICA","NY","11,433","4440738","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696211","-73.794514"
"SOUTH JAMAICA I","8","10","030","QUEENS","107-39","159TH STREET","107-39 159TH STREET","JAMAICA","NY","11,433","4440738","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696098","-73.7943"
"SOUTH JAMAICA I","8","11","031","QUEENS","107-47","159TH STREET","107-47 159TH STREET","JAMAICA","NY","11,433","4440739","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695847","-73.794375"
"SOUTH JAMAICA I","8","11","032","QUEENS","107-53","159TH STREET","107-53 159TH STREET","JAMAICA","NY","11,433","4440739","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695719","-73.794156"
"SOUTH JAMAICA I","8","11","033","QUEENS","107-59","159TH STREET","107-59 159TH STREET","JAMAICA","NY","11,433","4440739","10125","33","4101250033","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695625","-73.793957"
"SOUTH JAMAICA II","66","12","034","QUEENS","106-16","159TH STREET","106-16 159TH STREET","JAMAICA","NY","11,433","4215754","10125","12","4101250012","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.698201","-73.796355"
"SOUTH JAMAICA II","66","13","035","QUEENS","106-05","159TH STREET","106-05 159TH STREET","JAMAICA","NY","11,433","4215773","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.698511","-73.796215"
"SOUTH JAMAICA II","66","13","036","QUEENS","106-15","159TH STREET","106-15 159TH STREET","JAMAICA","NY","11,433","4215773","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.698317","-73.796083"
"SOUTH JAMAICA II","66","14","037","QUEENS","106-06","160TH STREET","106-06 160TH STREET","JAMAICA","NY","11,433","4451838","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.69876","-73.795683"
"SOUTH JAMAICA II","66","14","038","QUEENS","106-14","160TH STREET","106-14 160TH STREET","JAMAICA","NY","11,433","4451838","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.698554","-73.79553"
"SOUTH JAMAICA II","66","14","039","QUEENS","106-22","160TH STREET","106-22 160TH STREET","JAMAICA","NY","11,433","4451838","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.698367","-73.795393"
"SOUTH JAMAICA II","66","15","040","QUEENS","106-35","159TH STREET","106-35 159TH STREET","JAMAICA","NY","11,433","4451837","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697758","-73.79568"
"SOUTH JAMAICA II","66","16","041","QUEENS","106-56","160TH STREET","106-56 160TH STREET","JAMAICA","NY","11,433","4451839","10127","1","4101270001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.697513","-73.794782"
"SOUTH JAMAICA II","66","17","042","QUEENS","107-08","160TH STREET","107-08 160TH STREET","JAMAICA","NY","11,433","4451835","10125","63","4101250063","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696974","-73.794389"
"SOUTH JAMAICA II","66","17","043","QUEENS","107-16","160TH STREET","107-16 160TH STREET","JAMAICA","NY","11,433","4451835","10125","63","4101250063","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696737","-73.794206"
"SOUTH JAMAICA II","66","18","044","QUEENS","107-40","160TH STREET","107-40 160TH STREET","JAMAICA","NY","11,433","4451836","10125","63","4101250063","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.69618","-73.793803"
"SOUTH JAMAICA II","66","18","045","QUEENS","107-48","160TH STREET","107-48 160TH STREET","JAMAICA","NY","11,433","4451836","10125","63","4101250063","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.696001","-73.793676"
"SOUTH JAMAICA II","66","19","046","QUEENS","108-09","159TH STREET","108-09 159TH STREET","JAMAICA","NY","11,433","4457481","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695092","-73.793766"
"SOUTH JAMAICA II","66","20","047","QUEENS","108-12","160TH STREET","108-12 160TH STREET","JAMAICA","NY","11,433","4457478","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695266","-73.793136"
"SOUTH JAMAICA II","66","20","048","QUEENS","108-20","160TH STREET","108-20 160TH STREET","JAMAICA","NY","11,433","4457478","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.695064","-73.792976"
"SOUTH JAMAICA II","66","21","049","QUEENS","108-36","160TH STREET","108-36 160TH STREET","JAMAICA","NY","11,433","4457479","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694724","-73.792748"
"SOUTH JAMAICA II","66","21","050","QUEENS","108-44","160TH STREET","108-44 160TH STREET","JAMAICA","NY","11,433","4457479","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694519","-73.792603"
"SOUTH JAMAICA II","66","22","051","QUEENS","108-41","159TH STREET","108-41 159TH STREET","JAMAICA","NY","11,433","4457482","10148","1","4101480001","25,402","QN1202","South Jamaica","12","28","32","14","5",,"40.694155","-73.793057"
"SOUTH JAMAICA II","66","23","052","QUEENS","109-10","160TH STREET","109-10 160TH STREET","JAMAICA","NY","11,433","4435245","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.693735","-73.792024"
"SOUTH JAMAICA II","66","24","053","QUEENS","109-36","160TH STREET","109-36 160TH STREET","JAMAICA","NY","11,433","4435248","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.693121","-73.791575"
"SOUTH JAMAICA II","66","24","054","QUEENS","109-44","160TH STREET","109-44 160TH STREET","JAMAICA","NY","11,433","4435248","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.692903","-73.791428"
"SOUTH JAMAICA II","66","24","055","QUEENS","109-52","160TH STREET","109-52 160TH STREET","JAMAICA","NY","11,433","4435248","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.692716","-73.791275"
"SOUTH JAMAICA II","66","25","056","QUEENS","109-30","160TH STREET","109-30 160TH STREET","JAMAICA","NY","11,433","4435247","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.693155","-73.792122"
"SOUTH JAMAICA II","66","26","057","QUEENS","159-01","110TH AVENUE","159-01 110TH AVENUE","JAMAICA","NY","11,433","4435246","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.692517","-73.79206"
"SOUTH JAMAICA II","66","27","058","QUEENS","159-02","109TH AVENUE","159-02 109TH AVENUE","JAMAICA","NY","11,433","4435249","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.69354","-73.792899"
"SOUTH JAMAICA II","66","27","059","QUEENS","159-06","109TH AVENUE","159-06 109TH AVENUE","JAMAICA","NY","11,433","4435249","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.693357","-73.792757"
"SOUTH JAMAICA II","66","27","060","QUEENS","159-10","109TH AVENUE","159-10 109TH AVENUE","JAMAICA","NY","11,433","4435249","12148","100","4121480100","260","QN1202","South Jamaica","12","28","32","14","5",,"40.693171","-73.79262"
"STANTON STREET","559","1","015","MANHATTAN","189","STANTON STREET","189 STANTON STREET","NEW YORK","NY","10,002","1087345","344","10","1003440010","2,201","MN0302","Lower East Side","3","1","65","27","10","YES","40.719876","-73.983446"
"STAPLETON","114","1","001","STATEN ISLAND","181","GORDON STREET","181 GORDON STREET","STATEN ISLAND","NY","10,304","5157567","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.62327","-74.082407"
"STAPLETON","114","1","002","STATEN ISLAND","197","GORDON STREET","197 GORDON STREET","STATEN ISLAND","NY","10,304","5157567","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.622734","-74.082111"
"STAPLETON","114","2","003","STATEN ISLAND","212","BROAD STREET","212 BROAD STREET","STATEN ISLAND","NY","10,304","5108859","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.623583","-74.081449"
"STAPLETON","114","2","004","STATEN ISLAND","218","BROAD STREET","218 BROAD STREET","STATEN ISLAND","NY","10,304","5108859","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.623002","-74.081135"
"STAPLETON","114","3","005","STATEN ISLAND","27","WARREN STREET","27 WARREN STREET","STATEN ISLAND","NY","10,304","5108861","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.622213","-74.082109"
"STAPLETON","114","3","006","STATEN ISLAND","29","WARREN STREET","29 WARREN STREET","STATEN ISLAND","NY","10,304","5108861","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.622341","-74.081704"
"STAPLETON","114","4","007","STATEN ISLAND","45","WARREN STREET","45 WARREN STREET","STATEN ISLAND","NY","10,304","5108862","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.621814","-74.081939"
"STAPLETON","114","4","008","STATEN ISLAND","67","WARREN STREET","67 WARREN STREET","STATEN ISLAND","NY","10,304","5108862","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.621388","-74.081718"
"STAPLETON","114","5","009","STATEN ISLAND","77","HILL STREET","77 HILL STREET","STATEN ISLAND","NY","10,304","5108863","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.622513","-74.080696"
"STAPLETON","114","5","010","STATEN ISLAND","75","HILL STREET","75 HILL STREET","STATEN ISLAND","NY","10,304","5108863","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.622152","-74.080499"
"STAPLETON","114","6","011","STATEN ISLAND","67","HILL STREET","67 HILL STREET","STATEN ISLAND","NY","10,304","5113114","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.621392","-74.080698"
"STAPLETON","114","6","012","STATEN ISLAND","51","HILL STREET","51 HILL STREET","STATEN ISLAND","NY","10,304","5113114","545","100","5005450100","29","SI0102","Tompkinsville-Stapleton-Clifton-Fox Hills","1","49","61","23","11",,"40.621533","-74.080245"
"STRAUS","153","1","001","MANHATTAN","224","EAST 28TH STREET","224 EAST 28TH STREET","NEW YORK","NY","10,016","1019877","908","17","1009080017","66","MN0603","Murray Hill-Kips Bay","6","2","74","59","12",,"40.741205","-73.979747"
"STRAUS","153","2","002","MANHATTAN","243","EAST 27TH STREET","243 EAST 27TH STREET","NEW YORK","NY","10,016","1019879","908","27","1009080027","66","MN0603","Murray Hill-Kips Bay","6","2","74","59","12",,"40.740658","-73.979371"
"SUMNER","73","1","001","BROOKLYN","43","MARCUS GARVEY BOULEVARD","43 MARCUS GARVEY BOULEVARD","BROOKLYN","NY","11,206","3324728","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.69803","-73.940772"
"SUMNER","73","1","002","BROOKLYN","868","PARK AVENUE","868 PARK AVENUE","BROOKLYN","NY","11,206","3324728","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698351","-73.94036"
"SUMNER","73","2","003","BROOKLYN","878","PARK AVENUE","878 PARK AVENUE","BROOKLYN","NY","11,206","3326366","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698159","-73.939864"
"SUMNER","73","2","004","BROOKLYN","888","PARK AVENUE","888 PARK AVENUE","BROOKLYN","NY","11,206","3326366","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698505","-73.939465"
"SUMNER","73","3","005","BROOKLYN","896","PARK AVENUE","896 PARK AVENUE","BROOKLYN","NY","11,206","3324729","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698541","-73.938945"
"SUMNER","73","3","006","BROOKLYN","4","LEWIS AVENUE","4 LEWIS AVENUE","BROOKLYN","NY","11,206","3324729","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698314","-73.938419"
"SUMNER","73","4","007","BROOKLYN","10","LEWIS AVENUE","10 LEWIS AVENUE","BROOKLYN","NY","11,206","3324730","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.697619","-73.938992"
"SUMNER","73","5","008","BROOKLYN","22","LEWIS AVENUE","22 LEWIS AVENUE","BROOKLYN","NY","11,206","3324731","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.697201","-73.938201"
"SUMNER","73","5","009","BROOKLYN","1061","MYRTLE AVENUE","1061 MYRTLE AVENUE","BROOKLYN","NY","11,206","3324731","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696847","-73.93861"
"SUMNER","73","6","010","BROOKLYN","1055","MYRTLE AVENUE","1055 MYRTLE AVENUE","BROOKLYN","NY","11,206","3324733","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696846","-73.939142"
"SUMNER","73","6","011","BROOKLYN","1043","MYRTLE AVENUE","1043 MYRTLE AVENUE","BROOKLYN","NY","11,206","3324733","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.69705","-73.939654"
"SUMNER","73","7","012","BROOKLYN","1031","MYRTLE AVENUE","1031 MYRTLE AVENUE","BROOKLYN","NY","11,206","3324732","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696689","-73.940025"
"SUMNER","73","7","013","BROOKLYN","67","MARCUS GARVEY BOULEVARD","67 MARCUS GARVEY BOULEVARD","BROOKLYN","NY","11,206","3324732","1580","1","3015800001","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696944","-73.94056"
"SUMNER","73","8","014","BROOKLYN","68","MARCUS GARVEY BOULEVARD","68 MARCUS GARVEY BOULEVARD","BROOKLYN","NY","11,206","3338598","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.69688","-73.941089"
